식품명,지역 / 제조사,1회제공량,내용량_단위,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
달구벌 향기 품은 누룽지야,㈜바른들식품,100,g,380,0,0,0,0
콩이가득두부,대상㈜ 구미공장,100,g,90,0,0,0,0
새벽수풀동산 해수두부,한들식품,100,g,106,0,0,0,0
효림원 몽글몽글 물순두부,한들식품,100,g,95,0,0,0,1
버터롤 클래식,㈜샤니,100,g,294,0,0,0,16
쿡스쿡스군만두,㈜청아냉동식품,100,g,210,0,0,0,3
촉촉한 허니시몬케익,㈜샤니,36,g,106,0,0,0,13
폭신폭신 에그볼,㈜샤니,100,g,375,0,0,0,36
울릉도 명이절임,울릉식품,60,g,40,0,0,0,6
납작손만두,교동식품공업사,100,g,125,0,0,0,1
홍삼절편골드,풍기특산물영농조합법인,20,g,75,0,0,0,8
들깨가루,우영식품,100,g,635,0,0,0,3
볶음땅콩100,삼진식품,100,g,625,0,0,0,8
우리감자로 만든 복합감자전분,삼진식품,100,g,335,0,0,0,0
"콩심은데 두부난다(찌개,부침겸용)",(주)푸름원,100,g,90,0,0,0,1
누텔라 370G(NUTELLA),페레로아시아리미티드 한국지점,100,g,545,6.3,30.9,60.5,56.3
블루베리쨈,오뚜기,100,g,260,0,0,65,48
딸기잼,오뚜기,100,g,260,1,0,64,52
본마망 라스베리 잼(370G)(BONNE MAMAN RASPBERRY JAM),매크로통상,30,g,73.2,0.2,0.06,18,17.7
스머커스 딸기잼 14G(SMUCKER'S STRAWBERRY JAM),농심,336,g,880,1,0,218,202
Only Price 깔끔하게 짜먹는 블루베리잼,㈜자미원,100,g,242,0,0,60,54
Only Price 깔끔하게 짜먹는 딸기잼,㈜자미원,100,g,251,0,1.7,58.8,57.2
45도 과일잼 블루베리,복음자리,100,g,185,0,0,45,42
45도 과일잼 딸기,복음자리,100,g,205,1,0,50,46
복음자리 사과잼,복음자리,100,g,275,0,0,69,65
복음자리 딸기잼,복음자리,100,g,290,1,0,72,68
김치왕교자,세린식품(주),100,g,190,7,8,23,3
한입가득 크림치즈군만두,오뚜기냉동식품㈜ 포천공장,300,g,720,24,30,89,21
Premium X.O.이북식 손만두,오뚜기냉동식품㈜,420,g,960,37,53,84,10
Premium X.O.군만두 통새우,오뚜기냉동식품㈜,300,g,590,23,28,61,9
Premium X.O.교자,오뚜기냉동식품㈜,324,g,635,30,30,61,8
Premium X.O.교자 새우&홍게살,오뚜기냉동식품㈜,324,g,755,31,41,66,9
불고기슈마이,오뚜기냉동식품㈜,135,g,230,15,9,22,5
옛날 물만두,오뚜기냉동식품㈜,450,g,825,45,30,94,10
딤섬새우슈마이,오뚜기냉동식품㈜,135,g,260,12,11,28,3
원테이블 모짜렐라김치 서울만두,농업회사법인한만두식품㈜,100,g,240,11,11,23,2
광장동 나루가온 도토리전병,나루가온에프엔씨㈜,100,g,155,5,4.8,23,2
광장동 나루가온 고기만두,나루가온에프엔씨㈜,60,g,90,4,2.7,12,1
에이비씨초코,롯데제과㈜,100,g,560,9,34,55,50
미니가나마일드,롯데제과㈜,100,g,555,9,33,55,51
크런키,롯데제과㈜,34,g,190,3,11,19,15
허쉬 쿠키앤크림(40G)(HERSHEY'S COOKIES'N'CREME BAR),롯데제과㈜,40,g,205,2,11,25,19
허쉬 크리미 밀크 초콜릿(40G)(HERSHEY'S CREAMY MILK CHOCOLATE),롯데제과㈜,40,g,215,4,12,23,21
다크 초콜릿 72%(DARK CHOCOLATE 72),홈플러스㈜,100,g,500,10,38,29,24
밀크 초콜릿(MILK CHOCOLATE),홈플러스㈜,100,g,540,6,32,57,55
엑설런스 다크85%(EXCELLENCE DARK 85%),농심,100,g,570,12.5,46,35,11
엑설런스 다크90%(EXCELLENCE DARK 90%),농심,100,g,590,10,55,14,7
킨더 초콜릿 맥시,페레로아시아리미티드 한국지점,21,g,119,1.8,7.4,11.4,11.2
킨더 초콜릿,페레로아시아리미티드 한국지점,100,g,567,8.7,35,54.4,53.3
초이스엘 왕소라형 과자,코스모스제과,30,g,135,2,5,21,6
초이스엘 고구마형과자,코스모스제과,30,g,150,3,7,19,6
초이스엘 현미팝,㈜대영지에프,120,g,470,10,3,100,0.8
인절미스낵,㈜델토리,30,g,155,3,8,18,4
고소한 쌀과자(SALTY RICE CRACKER),롯데쇼핑㈜,100,g,480,5,19.3,72,9.3
반두아농 코코넛찹쌀 크래커(BANH DUA NUONG COCONUT STICKY RICE CRACKER),이엑스트레이딩,100,g,470,4,18,73,42
복음자리 포도잼,복음자리,100,g,270,0,0,68,63
초록원유기농딸기잼,㈜초록원,20,g,55,0,0,14,14
자연주의100%유기무화과잼,재단법인수정성모트라피스트수녀원,20,g,70,0,0,16,13
자연주의100%유기포도잼,재단법인수정성모트라피스트수녀원,20,g,70,0,0,17,14
자연주의100%유기딸기잼,재단법인수정성모트라피스트수녀원,20,g,70,0,0,15,13
쉬림프크랩버거,(주)그린델리카,200,g,506,12.6,23.2,61.8,10.3
크랜베리&블랙커런트 임산부용 영양바,㈜이마트,30,g,110,1.6,1.8,22,4.4
투유 밀크,㈜오리온 제3익산공장,15,g,81,1,5,8,7
츄엣 (680G)(CHEW-ETS),천하코퍼레이션,100,g,500,10,24,61,43
스니커즈 미니스(10144558)(SNICKERS MINIS),한국마즈,30,g,145,2,6.6,19,15
킷캣 다크밀크(KIT KAT MINI OTOAMA),네슬레코리아 유한책임회사,11.3,g,65,0.7,4,6,4
킷캣 오리지널(KIT KAT MINI),네슬레코리아 유한책임회사,11.6,g,65,1,3.7,7,5
티라미슈 초코볼 화이트(TIRAMISU CHOCOBALL WHITE),㈜이마트,100,g,600,11,43,42,38
카라멜 앤 비스킷 초코바(CARAMEL & BISCUIT CHOCOLATE BAR),㈜이마트,240,g,1200,12,58,158,113
코코넛 초코바(COCONUT CHOCOLATE BAR),㈜이마트,100,g,465,4,25,56,50
쿠키 앤 크림 초코바(COOKIES & CREAM CHOCOLATE BAR),㈜이마트,240,g,1260,18,67,146,101
가나초코바 미니,롯데제과㈜,100,g,485,10,24,57,46
자유시간 크리스피,해태제과식품㈜ 천안2공장,7,g,35,0.5,1.6,5,3
밤 쨈 (054256)(CREMA DI MARRONI),보라티알,100,g,230,1.12,0,57,47
스톤월키친 탄제린 마멀레이드(STONEWALL TANGERINE MARMALADE),한진휴에프,15,g,35,0,0,9,9
설탕 대신 올리고당 사과잼,㈜호남샤니,100,g,260,0,0,65,50
설탕 대신 올리고당 딸기잼,㈜호남샤니,100,g,260,0,0,65,55
청정원 망고파인애플잼,복음자리,100,g,285,0,0,71,60
청정원 트리플베리 딸기잼,복음자리,100,g,285,0,0,71,57
핑크 자몽 마말레이드(PINK GRAPEFRUIT MARMALADE),영남코프레이션,100,g,269,0.4,0,66.8,66.8
배잼(POIRES),㈜이마트,100,g,250,0,0.2,62,62
블랙커런트잼(CASSIS),㈜이마트,100,g,240,1,0.2,58,58
시드레스 라즈베리 쨈(SEEDLESS RASPBERRY JAM),㈜신세계푸드,100,g,260,0.3,0.3,64,46
블랙커런트 쨈(BLACKCURRANT JAM),㈜신세계푸드,15,g,36,0,0,9,7
딸기 쨈(STRAWBERRY JAM),㈜신세계푸드,100,g,260,0.4,0.3,64,47
스톤월키친 스트로베리잼(STONEWALL KITCHEN STRAWBERRY JAM),한진휴에프,15,g,30,0,0,7,7
스톤월키친 로스티드갈릭 어니언 잼(STONEWALL KITCHEN ROASTED GARLIC ONION JAM),한진휴에프,15,g,35,0,0,9,8
포도즙으로 만든 블러드오렌지 마멀레이드(BLOOD ORANGE SWEETENED WITH GRAPE JUICE),㈜영인코프레이션,20,g,48,0,0,12,12
포도즙으로 만든 레몬 마멀레이드(LEMON SWEETENED WITH GRAPE JUICE),㈜영인코프레이션,20,g,48,0,0,12,12
오렌지 마멀레이드(ORANGE MARMALADE),㈜영인코프레이션,20,g,48,0,0,12,11
오렌지 마말레이드 (054226)(MARMELLATA DI ARANCE),보라티알,100,g,225,0,0,56,51
딸기 쨈 (054244)(CONFETTURA EXTRA DI FRAGOLE),보라티알,100,g,185,0,0,46,42
블랙베리 쨈 (054265)(ZUEGG MORE CONFETTURA EXTRA),보라티알,100,g,190,0.7,0,47,46
라즈베리 쨈 (054249)(ZUEGG LAMPONI CONFETTURA EXTRA),보라티알,100,g,190,0.5,0,47,44
블루베리 쨈(MIRTILLI NERI),보라티알,100,g,185,0,0,46,45
멘즈앤가써 블루베리잼(MENZ & GASSER MIRTILLI NERI JAM),삼경에프에스,240,g,295,1.2,1.2,70,67.2
멘즈앤가써 딸기잼(MENZ & GASSER FRAGOLE JAM),삼경에프에스,240,g,305,2,1,72,67.2
멘즈앤가써 라즈베리잼(MENZ & GASSER LAMPONI JAM),삼경에프에스,240,g,285,2.6,0.7,67,64.8
멘즈앤가써 포레스트베리잼(MENZ & GASSER FRUTTI DI BOSCO JAM),삼경에프에스,240,g,300,2.4,1.2,70,67.2
멘즈앤가써 살구잼(MENZ & GASSER ALBICOCCHE JAM),삼경에프에스,240,g,296,2,0,72,69.6
육개장칼국수,㈜피피이씨음성생면,120.9,g,435,9,10,79,6
돈코츠라멘,㈜피피이씨음성생면,116,g,375,10,7,69,4
꽃게탕면,㈜피피이씨음성생면,103,g,375,8,6,73,5
멸치칼국수,농심,98,g,335,9,0.4,74,6
튀기지 않은 해물짬뽕,㈜피피이씨음성생면,386,g,1390,32,8,302,29
56시간 저온숙성 숙,㈜에스피씨삼립,100,g,258,6,6,45,6
베리요팡,㈜샤니,80,g,346,5,20,37,18
고메그릴피자 불고기,서울식품공업㈜,360,g,928,45,32,115,18
양송이 피자(MUSHROOM PIZZA),㈜이마트,365,g,830,28,43,82,9
4치즈 피자(FOUR CHEESE PIZZA),㈜이마트,340,g,890,36,47,81,10
밀 또띠야 홈스타일 8(WHITE FLOUR TORTILLAS HOMESTYLE 8),심플로트코리아(주)영업소,50,g,145,4,3,25,1
필라델피아 치즈케익(28OZ)(PHILADELPHIA CHEESECAKE),서영이앤티(주),79.4,g,275,5,20,19,18
보름달,㈜에스피씨삼립,85,g,301,4,13,42,30
주종발효 단팥크림빵,㈜에스피씨삼립,115,g,380,5,15,56,23
오뚜기 고르곤졸라 씬피자,㈜조흥,150,g,455,23,19,48,3
튀김 쫄면,삼양식품㈜ 원주공장,140,g,545,10,16,90,14
냉라면,농심,164,g,620,12,18,103,22
농심사리면,농심,110,g,490,8,17,76,1
아임이 민생라면(봉지),팔도,115,g,480,10,15,76,7
민생라면컵,팔도,80,g,350,7,12,53,2
팔도 쫄비빔면,팔도,130,g,480,9,13,82,14
괄도네넴띤,팔도,130,g,530,9,19,81,13
와사비진짜쫄면,오뚜기라면㈜,154,g,565,10,18,91,18
불닭볶음면,삼양식품㈜ 익산공장,140,g,530,12,16,85,7
리얼치즈라면,오뚜기라면㈜,135,g,525,11,17,82,6
라면사리,오뚜기라면㈜,110,g,480,10,16,74,1
후레쉬베리,㈜오리온 제4청주공장,28,g,125,1,7,15,9
초코칩쿠키,㈜오리온 제4청주공장,45,g,231,3,11,30,12
오레오 씬즈 바닐라무스,미가방유한회사,42,g,205,2,9,29,16
마일드 스위트 오레오 초콜릿 샌드위치 쿠키,미가방유한회사,50,g,250,2,11,36,15.8
버터와플,크라운제과,52,g,255,4,9,39,16
누가비스킷(NOUGAT BISCUIT),㈜폴라리스,14,g,65,1,2.5,9.5,3
화롄 라이스 크래커(FULI RICE CRACKER),㈜폴라리스,10,g,59,0.9,4.1,4.6,1.6
로투스비스코프 312.5G(LOTUS BISCOFF),로투스베이커리즈코리아㈜,156,g,750,7.6,29.6,113.3,59.4
카라멜팝콘(794G)(CARAMEL CORN POPCORN),키즈웰,100,g,372,4,4,80,33
볼로네이즈 오브맘 6-12M 2(BOLOGNESE OF MOM 2),오브맘코리아컴퍼니(주),100,g,70,2.1,2.9,8.5,3.7
콘푸라이트,동서식품(주),30,g,113,1,0.5,26,10
현미 푸레이크,농심켈로그㈜,30,g,115,1.8,0.8,25.2,4.2
스페셜 K 오리지널,농심켈로그㈜,40,g,152,6,0.2,31.6,8
4단콤비샌드,영진데리카후레쉬,200,g,399,11,20,44,8
뉴참치햄샐러드김밥,(주)후레쉬퍼스트,219,g,370,11,13,53,0
소고기고추장김밥,(주)후레쉬퍼스트,219,g,389,15,11,57,9
참치마요김밥,(주)후레쉬퍼스트,231,g,361,11,9,59,1
바싹불고기김밥,(주)후레쉬퍼스트,225,g,345,13,9,52,8
아이돌인기샌드위치,영진데리카후레쉬,209,g,522,11,23,68,21
뉴전주비빔삼각김밥,(주)후레쉬퍼스트,117,g,205,4,4.5,38,2
더큰참치마요네즈삼각김밥,(주)후레쉬퍼스트,152,g,360,9,20,36,1
더큰소고기전주비빔삼각김밥,(주)후레쉬퍼스트,147,g,325,10,12,46,6
이즈니 가염버터(BEURRE D'ISIGNY DEMI-SEL),화인에프앤드비서비스,20,g,145,0,0,0,0.1
상하목장 슬로우 버터(가염),매일유업㈜ 상하공장,100,g,755,0,0,0,0
한우100%곰탕,㈜신세계푸드 음성공장,500,g,87,0,0,0,0
한우100%고기곰탕,㈜신세계푸드 음성공장,500,g,133,0,0,0,0
맥반석에서 맛있게 구운 계란,행복담기(주),42,g,65.5,0,0,0,0
훈제메추리알,행복담기(주),15,g,40,0,0,0,2
누리웰 메추리알 장조림,농업회사법인조인㈜ 맹동지점,50,g,55,0,0,0,2
참나무로 맛있게 훈연한계란,행복담기(주),42,g,68.6,0,0,0,0
누리웰 소고기 메추리알 장조림,농업회사법인조인㈜ 맹동지점,50,g,50,0,0,0,2
남양 드빈치버터,롯데푸드㈜ 천안공장,450,g,3350,0,0,0,3
용가리치킨,(주)하림,100,g,265,0,0,0,1
소들녘 참육개장,농업회사법인㈜차오름푸드,100,g,14,0,0,0,0
오랜 시간과 정성의 진국 소고기 육개장,㈜교동식품,500,g,205,0,0,0,3
녹두삼계탕,㈜마니커에프앤지,900,g,570,0,0,0,19
조선탕반 설농탕,㈜고향식품,400,g,140,0,0,0,0
옛날 삼계탕,㈜진한식품,900,g,875,0,0,0,2
상하목장 슬로우 버터(무염),매일유업㈜ 상하공장,100,g,765,0,0,0,0
옛날 설렁탕-2,오뚜기,300,g,20,0,0,0,0
한입 치즈 돈까스,(주)늘찬,100,g,184,0,0,0,3
치킨너겟,㈜참프레,103,g,175,0,0,0,1
안심 돈까스,(주)늘찬,150,g,232,0,0,0,7
부드러운 숙성 등심 돈까스,(주)늘찬,180,g,299,0,0,0,8
한입 등심 돈까스,(주)늘찬,100,g,161,0,0,0,3
두툼한 등심 돈까스,(주)늘찬,150,g,222,0,0,0,8
촉촉한 겹겹이 돈까스,(주)늘찬,130,g,219,0,0,0,6
통가슴살치킨너겟,(주)하림,100,g,175,0,0,0,1
안심치킨 너겟,㈜사조오양 금산공장,100,g,195,0,0,0,1
등심돈까스,오뚜기냉동식품㈜,100,g,150,0,0,0,2
고메크리스피너겟,㈜참프레,100,g,240,0,0,0,2
신비비고(bibigo)남도떡갈비,CJ 진천 Blossom Campus,100,g,325,0,0,0,7
소금을 넣지 않은 쿠킹버터,롯데푸드㈜ 천안공장,100,g,760,0,0,0,1
파스퇴르 프리미엄 홈버터,롯데푸드㈜ 천안공장,100,g,733,0,0,0,0
식물성 아침에버터,롯데푸드㈜ 천안공장,100,g,750,0,0,0,1
신선한 국산우유로 만든 서울우유 버터,서울우유협동조합 용인공장,100,g,760,0,0,0,0.5
고메 핫스파이시 치킨,㈜참프레,100,g,125,0,0,0,1
마가렛트 허니 스윗골드,롯데제과㈜,19,g,85,1,4.3,10,5
마가렛트,롯데제과㈜,22,g,110,1,6,13,6
호박 쫀드기,한진식품,120,g,414,8,3,88,10
옥수수 쫀드기,한진식품,120,g,402,8,3,86,8
오징어집(버터구이맛),농심,30,g,160,2,9,18,2
새우깡,농심,30,g,150,2,8,18,1.8
맥스봉,신라에스지㈜ 부산공장,35,g,60,4,3.2,4,2
오리지널에그샌드위치,㈜샌드팜 영남공장,280,g,678,16,42,59,18
불고기&야채김밥,롯데푸드㈜ 부산공장,336,g,475,15,10,80,9
전통비빔+고추장불고기,롯데푸드㈜ 부산공장,200,g,330,8,7,60,35
참치마요네즈+숯불갈비맛,롯데푸드㈜ 부산공장,200,g,345,18,9,49,1
제육&햄김밥,롯데푸드㈜ 부산공장,333,g,545,16,17,82,10
유부초밥&꼬마김밥,롯데푸드㈜ 부산공장,335,g,595,11,12,111,24
유부초밥&김밥세트,롯데푸드㈜ 부산공장,352,g,600,16,13,105,19
미니 치즈 소시지,진주햄,23,g,33,2,1,4,0.7
알찬소시지,신라에스지㈜ 부산공장,500,g,925,32,47,93,11
빠다코코낫,롯데제과㈜,50,g,235,3,11,31,8
더블링 콰트로치즈,진주햄,25,g,38,3,1.5,3,1
리얼킹 치즈,㈜동원에프앤비,30,g,65,3,4.2,4,2
맥스봉 미니,신라에스지㈜ 부산공장,20,g,30,2,1.7,2,1
부침가루,CJ제일제당㈜,100,g,350,9,1.6,75,3
튀김가루,CJ제일제당㈜,100,g,345,8,1.4,75,2
우리밀 부침가루,CJ제일제당㈜,100,g,350,8,1.9,75,2
백설빵가루,㈜비케이,100,g,365,11,2.6,75,6
에피타이저브레드,롯데제과㈜ 부산공장,80,g,255,5,2.9,52,13
정통꿀호떡,롯데제과㈜ 부산공장,513,g,1565,28,25,306,124
골뱅이탕 칼칼한 국물,㈜동원에프앤비,100,g,30,4,0,4,1
동원참치살코기,㈜동원에프앤비,100,g,216,19,15,0,0
동원구운골뱅이,신진물산㈜,100,g,75,10,0,9,9
깔끔하게 매운 자연산 골뱅이,유성물산교역㈜ 고성공장,100,g,58,7,0,7,6
사조살코기참치 안심따개,유성물산교역㈜ 고성공장,150,g,385,29,29,2,0
천하장사 오리지날,진주햄,15,g,21,1,1,2,0.4
우유식빵,롯데제과㈜,100,g,290,8,6,51,6
도라야끼통단팥,롯데제과㈜ 부산공장,60,g,200,5,2.8,39,23
아이러브토스트,롯데제과㈜ 부산공장,100,g,270,9,3.2,51,7
동원고등어,㈜동림식품,100,g,115,15,6,0,0
동원꽁치,신진물산㈜,100,g,220,12,19,0,0
동원골뱅이,㈜동원에프앤비,100,g,85,8,0,13,10
청양고추 골뱅이,유성물산교역㈜,100,g,68,9,0,7,6
옥수수 똘뱅이,동아제과,30,g,135,1,5,22,5
쌀과자,미광식품,90,g,375,9,3.5,77,24
옛날콩사탕,매일식품,15,g,60,0,0,15,10
더블링 참치마요,진주햄,25,g,35,3,1,3,0.3
동원 친친 복고감성 엄빠소시지,㈜동원에프앤비,30,g,60,2,4.2,4,2
동원 친친 오리지널 치즈소시지,㈜동원에프앤비,30,g,60,2,3.7,5,3
촉촉식빵,롯데제과㈜,100,g,275,8,3.3,53,6
콘샌드식빵,롯데제과㈜,100,g,275,10,3.7,50,6
통밀식빵,롯데제과㈜,100,g,300,8,8,48,8
둥근달2입,롯데제과㈜ 부산공장,70,g,275,3,11,41,25
속이알찬미니팥빵,롯데제과㈜,210,g,630,15,9,122,53
메이플팬케이크,롯데제과㈜ 부산공장,50,g,157,2.4,3,30,18
달콤한정통만쥬,롯데제과㈜,300,g,1040,23,16,200,102
백설 제일제면소 칼국수면,㈜풍국면,100,g,365,11,1.5,77,3
옛날국수 중면,(합)동명식품,100,g,340,9,3,69,7
옛날국수 소면,(합)동명식품,100,g,340,0,3,69,7
옛날당면,㈜삼화진식품,100,g,360,0,2,86,2
옛날자른당면,㈜삼화진식품,100,g,360,0,2,86,2
찰진소면,㈜풍국면,100,g,350,10,0.4,76,5
더블링 콘&스윗치즈,진주햄,25,g,38,2,2,3,1
오곡으로 만든 첵스 초코 쿠키 앤 크림,농심켈로그㈜,30,g,122,1.5,2.1,24.3,9.9
Jinju 천하장사 치즈,진주햄,28,g,40,2,1.8,4,1
오리지날 따봉,진주햄,15,g,21,1,1,2,0.4
치즈따봉,진주햄,15,g,24,1,0.9,3,0.2
키스틱 문어콕콕,롯데푸드,50,g,80,6,4,7,4
프리미엄 리얼치즈봉,㈜동원에프앤비,30,g,55,3,3,4,1
리얼킹 랍스터,㈜동원에프앤비,20,g,35,2,1.4,3,1
맥스봉 체다치즈 어랏,신라에스지㈜ 부산공장,20,g,35,2,2.1,2,1
바로구워토스트,롯데제과㈜ 부산공장,100,g,315,7,11,47,5
미니꿀호떡,롯데제과㈜ 부산공장,400,g,1215,21,19,240,100
미니소보로,롯데제과㈜ 부산공장,375,g,1200,24,31,206,70
빅단팥빵,롯데제과㈜ 부산공장,105,g,320,7,5,61,29
핫케익믹스,CJ제일제당㈜,100,g,385,6,5,79,26
5가지자연에서얻은재료 튀김가루,CJ제일제당㈜,100,g,360,9,2,76,2
치킨튀김가루,CJ제일제당㈜,100,g,345,8,1.3,75,5
바삭한 빵가루,㈜비케이,100,g,365,11,2.6,75,6
동원구운오징어,신진물산㈜,100,g,70,8,0.7,8,8
꽁치,오뚜기에스에프㈜,400,g,815,51,67,2,0
씨알로 오곡초코로핀,㈜씨알푸드,30,g,115,2,0,26,10
옥수수식빵믹스,CJ제일제당㈜,380,g,1465,52,23,263,59
크레페믹스,CJ제일제당㈜,200,g,800,16,18,144,27
바삭부침가루,CJ제일제당㈜,100,g,350,9,1.3,75,4
바삭 튀김가루,CJ제일제당㈜,100,g,350,7,1.3,77,1
우리밀 튀김가루,CJ제일제당㈜,100,g,355,7,2.2,77,3
백설 스위트리 타가토스,CJ제일제당㈜,100,g,150,0,0,99,0
우리밀 부침가루,㈜우리밀 횡성공장,100,g,358,10,1.6,76,2
우리밀 튀김가루,㈜우리밀 횡성공장,100,g,351,10,1.1,75,5
청정원 우리밀 튀김가루,대상㈜ 오산공장,450,g,1560,41,4.1,340,0
Organic story 유기농 아가베시럽,㈜시아스,100,g,305,0,0,76,60
멸치맛 쌀국수 ,농업회사법인 ㈜백제,92,g,365,8,3.8,75,4
봉평촌 메밀국수 2호,㈜봉평농원,100,g,345,9,0.6,76,3
신선도원 쫄깃국수 소면 ,대양제면,100,g,350,9,0,78,3
쫄면/주정처리식품 ,휴먼앤푸드,100,g,240,7,1,51,1
메밀칼국수,㈜봉평농원,100,g,345,9,0.7,76,3
푸른촌 메밀생면,푸른촌메밀생면 ,167,g,475,11,1.7,104,7
오뚜기 옛날 강황국수 소면 ,(합)동명식품,100,g,340,9,2,71,5
오뚜기 옛날국수 소면 ,태화식품,100,g,340,9,3,69,7
백설 100% 국산 햇당면 ,㈜서안,100,g,350,0,0,87,0
오뚜기 생면사리,한일식품,200,g,315,9,2.2,65,0
담백한 애호박 왕교자,엄지식품,100,g,190,8,11,17,2
개성 왕새우 만두 ,㈜푸드웨어,100,g,200,6,10,21,2
동원 개성 김치 왕만두 ,㈜동원에프앤비,100,g,180,6,6,25,5
취영루 고기손만두 ,㈜취영루,420,g,810,30,28,110,5
납작 지짐만두,㈜지엠에프,100,g,195,6,9,23,2
고기 손만두 ,대림 선,100,g,215,8,12,20,1
디딤돌 물만두 ,엄지식품,100,g,190,8,8,21,2
엄지찐만두 ,엄지식품,100,g,190,9,8,19,1
갈비 왕교자,㈜청아냉동식품,100,g,275,8,16,24,5
철판 군만두,준푸드,150,g,318,8,10,48,3
전통 우리만두 ,대림 선,100,g,205,7,8,27,2
실속 군만두 ,씨제이프레시웨이㈜,100,g,206,7,6,31,3
불짬뽕 군만두 ,㈜청아냉동식품,100,g,211,6,10,25,2
